Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S151119,O91139,C6246,Fatima Noor,,9.19E+11,Unknown,India,South,110001,P6961,Headphones,Unknown,32.87036791,9,2835.837899,32793.98709,17-02-2022,28-07-2023,13,Pending,Road,V473,Mr. Lee,Truck,R326,6919.232083,1267.012215,Unknown,South Hub,Mr. Patel,Medium,Unknown,Unknown,Unknown,Handle With Care,25522.54109,526 days,0.183114571,25874.75501,Yes,Not Urgent,6,4
S344027,O78476,C6781,Amit Kumar,John@Example.Com,9.17E+11,Bangalore,India,West,110001,P3166,Charger,Accessories,93.98014469,7,2421.167471,13794.51044,03-09-2025,25-03-2021,2,Delayed,Rail,V291,Mrs. Patel,Cargo,R539,7464.945846,1856.787137,Warehouse A,Unknown,Mr. Khan,Unknown,Upi,Unknown,Not Returned,Check Packaging,16948.1723,-1623 days,0.248734174,6329.564594,Yes,Na,5,2
S196123,O88190,C6145,Michael Brown,,9.18E+11,Bangalore,Usa,North,600001,P6102,Tablet,Furniture,6.972633502,17,3265.154337,149908.9591,01-07-2022,02-07-2020,4,Delayed,Unknown,V148,Ms. Sharma,Truck,R270,9505.592367,1117.916775,Warehouse A,Unknown,Mr. Patel,Medium,Upi,Yes,Returned,No Remarks,55507.62373,-729 days,0.117606219,140403.3667,Yes,Not Urgent,5,4
S199176,O89795,C1031,John Doe,,9.2E+11,Unknown,India,Unknown,110001,P2352,Tablet,Accessories,60.06651918,16,2203.700087,61620.03341,14-12-2024,24-03-2023,4,Pending,Air,V721,Ms. Sharma,Van,R412,5513.375185,353.8337453,Hub C,Unknown,Ms. Verma,Unknown,Credit,No,Unknown,Handle With Care,35259.20139,-631 days,0.064177338,56106.65823,Yes,Na,2,2
S310598,O82424,C8034,Jane Smith,,9.18E+11,Chennai,Usa,Unknown,110001,P2161,Laptop,Clothing,46.00756657,10,3191.023197,196124.1791,09-04-2025,27-06-2021,4,Delivered,Rail,V913,Ms. Sharma,Van,R687,5513.375185,558.3356878,Warehouse B,South Hub,Mr. Khan,Low,Debit,Yes,Returned,Delayed Delivery,31910.23197,-1382 days,0.101269308,190610.8039,Yes,Normal,3,1
S137140,O44451,C7134,Jane Smith,Amit@Gmail.Com,9.17E+11,Chennai,India,Unknown,560001,P9838,Tablet,Furniture,12.64280437,13,3587.724083,47175.32971,11-04-2023,25-05-2025,9,Unknown,Road,V642,Mr. Rao,Cargo,R111,9895.221282,796.3351565,Hub C,North Hub,Unknown,Unknown,Unknown,Unknown,Unknown,No Remarks,46640.41308,775 days,0.080476741,37280.10843,Yes,Na,6,2
S971111,O98274,C9016,Not Provided,John@Example.Com,9.18E+11,Unknown,Uk,West,110001,P3579,Tablet,Accessories,49.77010256,17,4283.776423,65423.89091,04-07-2024,13-08-2024,7,In Transit,Road,V366,Mr. Lee,Cargo,R497,7561.095208,1045.618889,Warehouse A,North Hub,Ms. Verma,Low,Cash,Unknown,Not Returned,No Remarks,72824.19919,40 days,0.138289343,57862.7957,Yes,Normal,1,1
S263282,O21645,C3483,Li Wei,,9.18E+11,Bangalore,Uk,North,560001,P7429,Headphones,Furniture,90.97738001,10,1274.356122,21598.49776,31-07-2023,31-07-2025,5,Delayed,Air,V867,Mr. Lee,Van,R490,7599.699297,1886.76569,Warehouse A,Central,Unknown,Unknown,Online,No,Pending,No Remarks,12743.56122,731 days,0.248268466,13998.79846,Yes,Na,4,2
S172378,O39421,C4637,Li Wei,,9.18E+11,Mumbai,India,Unknown,0,P8878,Mobile,Furniture,70.95322149,7,2473.738849,51317.76474,16-03-2020,25-08-2020,0,Cancelled,Unknown,V206,Mr. Lee,Cargo,R455,8553.133891,173.6067644,Warehouse B,North Hub,Mr. Patel,Low,Debit,No,Pending,No Remarks,17316.17194,162 days,0.020297445,42764.63085,No,Normal,3,1
S914228,O73399,C4546,John Doe,John@Example.Com,9.2E+11,Mumbai,Uk,West,110001,P5723,Mobile,Unknown,52.71326495,8,3587.724083,14882.3431,03-09-2024,08-02-2021,11,Unknown,Air,V284,Unknown,Bike,R294,3653.713055,1678.080913,Hub C,South Hub,Mr. Khan,Unknown,Cash,No,Pending,Check Packaging,28701.79266,-1303 days,0.45928098,11228.63005,Yes,Na,1,2
S432816,O25409,C8384,Fatima Noor,,9.17E+11,Unknown,India,South,560001,P9902,Tablet,Clothing,88.77766789,2,3587.724083,62335.44104,06-07-2025,19-03-2022,5,Delayed,Air,V504,Mrs. Patel,Bike,R804,8565.430964,738.6984002,Warehouse B,Central,Unknown,Low,Cash,Unknown,Not Returned,No Remarks,7175.448166,-1205 days,0.086241825,53770.01008,Yes,Normal,1,1
S332998,O76740,C3989,Amit Kumar,John@Example.Com,9.19E+11,Bangalore,Uk,Unknown,600001,P4576,Tablet,Unknown,29.56839253,10,2394.742039,131653.9671,10-05-2020,19-09-2025,8,Cancelled,Ship,V882,Mrs. Patel,Bike,R497,7015.422873,1165.597811,Hub C,Unknown,Mr. Khan,Low,Unknown,Yes,Not Returned,Delayed Delivery,23947.42039,1958 days,0.166147905,124638.5442,Yes,Normal,6,1
S928315,O76084,C6289,Li Wei,,9.2E+11,Mumbai,Uk,South,600001,P5660,Unknown,Electronics,31.44274101,17,4624.872973,141044.8847,09-02-2022,26-08-2020,12,Delivered,Rail,V455,Ms. Sharma,Truck,R698,5242.289857,1756.926761,Hub C,Unknown,Ms. Verma,Unknown,Credit,Unknown,Not Returned,Delayed Delivery,78622.84054,-532 days,0.33514491,135802.5948,Yes,Na,2,2
S390044,O64971,C1429,John Doe,Amit@Gmail.Com,9.18E+11,Chennai,India,South,110001,P6889,Mobile,Unknown,68.58118614,17,1400.472211,17051.12345,12-11-2023,29-07-2022,12,Unknown,Road,V883,Mr. Lee,Van,R547,363.9114768,959.3305987,Hub C,Unknown,Mr. Patel,Medium,Card,No,Not Returned,Check Packaging,23808.02759,-471 days,2.636164726,16687.21197,Yes,Not Urgent,0,4
S136291,O60133,C2219,Fatima Noor,,9.17E+11,Mumbai,Usa,East,110001,P7557,Mobile,Unknown,7.917789046,9,2421.167471,13794.51044,01-12-2020,31-01-2021,8,Cancelled,Air,V176,Unknown,Cargo,R645,352.5252197,643.2002564,Warehouse A,Unknown,Mr. Patel,High,Credit,No,Unknown,Handle With Care,21790.50724,61 days,1.82455104,13441.98522,Yes,Urgent,2,3
S390502,O11374,C6898,Michael Brown,John@Example.Com,9.2E+11,Bangalore,India,South,400001,P3637,Tablet,Accessories,77.2413995,4,4376.729227,47175.32971,11-06-2024,28-09-2020,1,Cancelled,Unknown,V905,Mrs. Patel,Van,R384,976.3534422,23.39008855,Warehouse B,Central,Ms. Verma,Low,Credit,Yes,Not Returned,No Remarks,17506.91691,-1352 days,0.023956579,46198.97627,Yes,Normal,2,1
S607688,O94697,C3215,Fatima Noor,,9.18E+11,Bangalore,Usa,North,600001,P6822,Tablet,Accessories,66.42096729,16,1428.488157,141044.8847,16-03-2020,16-11-2022,11,Pending,Ship,V354,Ms. Sharma,Truck,R977,2892.410615,1070.479319,Unknown,Unknown,Mr. Khan,Medium,Credit,Yes,Pending,Delayed Delivery,22855.81051,975 days,0.370099361,138152.4741,Yes,Not Urgent,2,4
S590415,O94094,C5072,Fatima Noor,Amit@Gmail.Com,9.19E+11,Mumbai,Usa,Unknown,110001,P5260,Unknown,Clothing,94.91411096,1,2127.286521,196302.5875,16-10-2022,30-04-2024,13,Pending,Air,V620,Mrs. Patel,Truck,R962,7392.57299,419.6354317,Warehouse A,Central,Unknown,Unknown,Debit,No,Pending,No Remarks,2127.286521,562 days,0.056764462,188910.0145,Yes,Na,3,2
S978844,O21003,C7292,Fatima Noor,,9.17E+11,Delhi,India,Unknown,600001,P5983,Unknown,Food,61.37936302,13,286.031564,144272.0613,01-01-2022,21-02-2020,-1,Delayed,Ship,V902,Unknown,Truck,R790,3978.506822,385.6927903,Hub C,Central,Unknown,Unknown,Unknown,No,Returned,Handle With Care,3718.410332,-680 days,0.096944107,140293.5545,No,Na,6,2
S297347,O75624,C3913,Amit Kumar,John@Example.Com,9.17E+11,Bangalore,Unknown,North,400001,P6098,Laptop,Accessories,52.51191652,7,3014.228373,87698.03529,05-04-2020,22-05-2021,8,Delivered,Road,V632,Unknown,Cargo,R367,103.9569566,1000.220882,Warehouse B,North Hub,Ms. Verma,Low,Unknown,Unknown,Not Returned,Delayed Delivery,21099.59861,412 days,9.621490612,87594.07833,Yes,Normal,6,1
S197399,O82027,C2695,John Doe,John@Example.Com,9.19E+11,Unknown,Uk,South,110001,P5297,Unknown,Unknown,9.305003954,5,1644.05942,169264.5848,08-11-2022,19-10-2022,5,Pending,Ship,V554,Ms. Sharma,Bike,R331,8553.133891,1114.660511,Warehouse A,Unknown,Mr. Patel,Unknown,Online,Unknown,Unknown,No Remarks,8220.2971,-20 days,0.130321883,160711.4509,Yes,Na,4,2
S532168,O81442,C4019,Jane Smith,John@Example.Com,9.17E+11,Mumbai,India,South,400001,P2499,Tablet,Furniture,77.33835455,10,4283.776423,6111.438274,01-09-2024,12-01-2025,1,Delayed,Air,V552,Ms. Sharma,Cargo,R440,1084.968401,490.7450037,Hub C,Unknown,Unknown,High,Online,No,Returned,No Remarks,42837.76423,133 days,0.452312716,5026.469873,Yes,Urgent,4,3
S540220,O40494,C4673,Li Wei,,9.2E+11,Mumbai,Uk,East,0,P4637,Charger,Furniture,6.972633502,1,352.5582329,190358.3469,08-06-2021,24-08-2022,1,Delayed,Air,V971,Ms. Sharma,Truck,R992,1274.693118,320.2241976,Warehouse A,South Hub,Ms. Verma,Unknown,Debit,Yes,Unknown,Check Packaging,352.5582329,442 days,0.251216699,189083.6538,Yes,Na,3,2
S858289,O99617,C4588,Li Wei,,9.19E+11,Bangalore,Uk,North,0,P8278,Tablet,Accessories,77.33835455,11,4662.325817,78649.6933,11-11-2022,27-03-2020,1,Cancelled,Rail,V945,Mrs. Patel,Truck,R308,7464.945846,1314.811892,Warehouse A,Central,Mr. Patel,High,Unknown,Yes,Pending,No Remarks,51285.58399,-959 days,0.176131471,71184.74745,Yes,Urgent,6,3
S362000,O19210,C9566,Amit Kumar,John@Example.Com,9.18E+11,Delhi,Uk,Unknown,110001,P3557,Charger,Furniture,66.42096729,16,1428.488157,79017.03623,07-02-2024,26-01-2022,10,Pending,Rail,V493,Mr. Rao,Van,R890,2321.317146,787.0087478,Warehouse B,South Hub,Ms. Verma,Low,Credit,No,Pending,Check Packaging,22855.81051,-742 days,0.339035426,76695.71908,Yes,Normal,2,1
S906240,O85986,C3561,Amit Kumar,John@Example.Com,9.19E+11,Delhi,Uk,South,400001,P1727,Tablet,Furniture,77.21123441,15,3016.493332,190358.3469,22-09-2021,29-03-2024,2,Unknown,Unknown,V150,Mr. Lee,Cargo,R567,178.8096229,1861.959901,Warehouse B,Central,Unknown,Unknown,Debit,Unknown,Pending,Check Packaging,45247.39998,919 days,10.41308555,190179.5373,Yes,Na,3,2
S513125,O78313,C5140,John Doe,Amit@Gmail.Com,9.17E+11,Chennai,India,West,400001,P6844,Tablet,Clothing,5.121816066,15,843.7059873,6111.438274,19-06-2021,22-02-2021,1,Pending,Ship,V967,Ms. Sharma,Van,R694,1274.693118,1858.374053,Warehouse A,Central,Unknown,High,Online,No,Unknown,No Remarks,12655.58981,-117 days,1.457899181,4836.745156,Yes,Urgent,4,3
S407189,O30915,C5787,Li Wei,,9.17E+11,Delhi,Uk,North,110001,P4609,Tablet,Electronics,52.71326495,9,4376.729227,61620.03341,21-03-2021,27-11-2021,1,Delivered,Air,V802,Ms. Sharma,Cargo,R762,8408.905679,1861.959901,Hub C,Unknown,Mr. Patel,Medium,Debit,Unknown,Returned,Delayed Delivery,39390.56304,251 days,0.221427136,53211.12773,Yes,Not Urgent,3,4
S388193,O89587,C2293,Michael Brown,,9.19E+11,Delhi,Usa,West,110001,P4083,Headphones,Electronics,7.867442848,5,2634.015917,197133.6254,19-12-2024,26-01-2023,2,In Transit,Air,V248,Mr. Lee,Cargo,R240,2530.987075,796.7421056,Hub C,Unknown,Ms. Verma,Medium,Debit,No,Pending,Handle With Care,13170.07959,-693 days,0.314795012,194602.6383,Yes,Not Urgent,3,4
S542066,O53059,C1397,Michael Brown,Amit@Gmail.Com,9.19E+11,Delhi,India,South,600001,P2394,Tablet,Unknown,43.47852935,15,2675.147143,101091.6027,12-07-2020,27-08-2022,7,Delayed,Road,V136,Mr. Rao,Cargo,R834,4713.974381,1070.479319,Hub C,Unknown,Ms. Verma,Medium,Upi,Yes,Unknown,No Remarks,40127.20715,776 days,0.227086368,96377.62832,Yes,Not Urgent,5,4
S345833,O58962,C5492,Not Provided,John@Example.Com,9.17E+11,Mumbai,Unknown,Unknown,600001,P6243,Headphones,Food,94.91411096,15,1131.194487,34984.62944,03-10-2021,04-09-2022,5,Delayed,Ship,V251,Mrs. Patel,Cargo,R425,6203.769968,1070.479319,Unknown,Unknown,Ms. Verma,High,Online,Unknown,Not Returned,Handle With Care,16967.91731,336 days,0.172553032,28780.85947,Yes,Urgent,4,3
S125986,O47401,C7248,Jane Smith,,9.18E+11,Bangalore,Uk,West,0,P5721,Headphones,Clothing,97.00603029,3,4217.694349,190827.3004,09-01-2024,19-09-2021,-1,Delayed,Unknown,V919,Mr. Rao,Van,R852,7402.625863,174.4134766,Hub C,Unknown,Mr. Khan,Medium,Unknown,Yes,Pending,Handle With Care,12653.08305,-842 days,0.023561028,183424.6745,No,Not Urgent,6,4
S370708,O53490,C9136,John Doe,,9.18E+11,Unknown,Unknown,South,110001,P9048,Tablet,Clothing,17.46715031,1,547.4490582,65957.74185,16-09-2024,18-05-2024,0,Cancelled,Air,V115,Ms. Sharma,Van,R768,1108.012233,1861.959901,Unknown,Unknown,Unknown,Medium,Unknown,Yes,Pending,No Remarks,547.4490582,-121 days,1.680450672,64849.72962,No,Not Urgent,6,4
S971581,O23823,C5209,Michael Brown,,9.19E+11,Mumbai,India,North,600001,P7590,Laptop,Clothing,80.31859959,4,2700.135729,103270.9587,15-05-2022,30-05-2024,13,Delayed,Rail,V984,Mrs. Patel,Van,R242,6553.261723,419.6354317,Unknown,Central,Unknown,Unknown,Online,No,Pending,No Remarks,10800.54292,746 days,0.064034591,96717.69698,Yes,Na,4,2
S954359,O33674,C2690,Jane Smith,,9.19E+11,Chennai,Uk,East,0,P1636,Tablet,Electronics,98.69525019,10,528.0540745,3103.03258,24-05-2025,28-03-2024,4,In Transit,Rail,V912,Unknown,Cargo,R160,352.5252197,643.2002564,Warehouse B,North Hub,Mr. Patel,Low,Credit,Unknown,Not Returned,Check Packaging,5280.540745,-422 days,1.82455104,2750.50736,Yes,Normal,2,1
S535344,O93304,C5573,Michael Brown,,9.18E+11,Delhi,Unknown,North,560001,P1696,Headphones,Furniture,89.53532137,12,528.0540745,141044.8847,16-02-2020,18-03-2023,11,Delayed,Road,V362,Unknown,Truck,R537,8013.277385,1666.826338,Warehouse A,Central,Ms. Verma,High,Upi,Yes,Not Returned,No Remarks,6336.648894,1126 days,0.208008067,133031.6073,Yes,Urgent,5,3
S287156,O27442,C9221,Li Wei,Amit@Gmail.Com,9.17E+11,Delhi,Uk,Unknown,110001,P4792,Mobile,Unknown,14.37963913,13,582.1182537,190827.3004,13-02-2022,29-06-2021,1,Unknown,Rail,V965,Mr. Rao,Cargo,R473,7402.625863,1267.012215,Warehouse A,Unknown,Ms. Verma,Medium,Debit,Unknown,Pending,Delayed Delivery,7567.537298,-229 days,0.171157132,183424.6745,Yes,Not Urgent,3,4
S522683,O13783,C4808,Not Provided,,9.16E+11,Mumbai,Usa,West,560001,P5877,Mobile,Electronics,39.17339032,1,547.4490582,38876.6444,17-11-2020,27-12-2023,1,In Transit,Rail,V311,Mr. Rao,Bike,R560,5242.289857,1666.826338,Hub C,South Hub,Mr. Patel,Medium,Cash,No,Pending,Handle With Care,547.4490582,1135 days,0.317957683,33634.35454,Yes,Not Urgent,1,4
S801541,O95038,C9620,Li Wei,John@Example.Com,9.19E+11,Delhi,Unknown,West,400001,P5268,Unknown,Furniture,60.06651918,5,3316.075935,197133.6254,21-01-2023,21-10-2020,10,Unknown,Rail,V115,Ms. Sharma,Bike,R462,4493.931902,523.8880632,Warehouse B,South Hub,Unknown,Unknown,Card,No,Not Returned,No Remarks,16580.37968,-822 days,0.116576769,192639.6935,Yes,Na,0,2
S691203,O68462,C1889,Fatima Noor,John@Example.Com,9.2E+11,Chennai,Unknown,South,110001,P8583,Headphones,Furniture,62.51816362,8,4376.729227,72713.96428,03-04-2021,07-07-2020,2,In Transit,Air,V832,Mr. Rao,Cargo,R781,7599.699297,309.9267011,Warehouse B,South Hub,Mr. Patel,Low,Card,Unknown,Unknown,Delayed Delivery,35013.83382,-270 days,0.040781443,65114.26498,Yes,Normal,0,1
S868153,O31726,C7751,Amit Kumar,,9.2E+11,Unknown,India,South,560001,P6258,Unknown,Food,18.59158424,13,3316.075935,131243.5693,20-09-2022,28-10-2023,3,Delivered,Air,V233,Mr. Rao,Truck,R142,5630.916919,353.8337453,Warehouse A,Unknown,Ms. Verma,Medium,Cash,No,Pending,Handle With Care,43108.98715,403 days,0.062837678,125612.6524,Yes,Not Urgent,1,4
S673121,O75887,C8326,Fatima Noor,,9.17E+11,Chennai,Uk,West,0,P2605,Tablet,Accessories,35.99695601,16,286.031564,147443.1632,07-03-2024,24-03-2024,-1,Unknown,Rail,V786,Mrs. Patel,Cargo,R362,6590.437715,897.1221866,Warehouse A,South Hub,Ms. Verma,Low,Credit,Yes,Not Returned,Handle With Care,4576.505024,17 days,0.136124826,140852.7255,No,Normal,2,1
S638456,O74636,C1416,Not Provided,Amit@Gmail.Com,9.19E+11,Mumbai,India,West,600001,P9110,Headphones,Clothing,68.58118614,15,3897.800553,149908.9591,19-05-2022,19-10-2025,0,In Transit,Road,V884,Mr. Rao,Truck,R264,666.2038035,92.25671038,Unknown,Central,Unknown,High,Card,No,Pending,No Remarks,58467.0083,1249 days,0.138481212,149242.7553,No,Urgent,0,3
S235229,O84751,C5077,Fatima Noor,,9.17E+11,Delhi,Unknown,North,560001,P4065,Laptop,Unknown,80.93553614,6,3619.965369,18639.48465,02-04-2024,26-02-2025,2,Delayed,Ship,V332,Unknown,Van,R259,1320.681108,1406.512023,Unknown,Unknown,Unknown,Medium,Online,Yes,Returned,Handle With Care,21719.79221,330 days,1.064989886,17318.80354,Yes,Not Urgent,4,4
S262823,O36039,C8855,Not Provided,Amit@Gmail.Com,9.17E+11,Mumbai,Uk,West,560001,P6908,Unknown,Furniture,20.27221031,13,1931.036453,62335.44104,02-04-2023,18-11-2023,13,Pending,Rail,V491,Unknown,Cargo,R274,6663.056267,1006.852013,Hub C,South Hub,Unknown,Unknown,Credit,Unknown,Pending,Check Packaging,25103.47389,230 days,0.151109637,55672.38477,Yes,Na,2,2
S944954,O60029,C9608,Jane Smith,John@Example.Com,9.18E+11,Mumbai,Usa,North,0,P5617,Tablet,Accessories,11.23519699,11,3232.275874,191096.8825,24-03-2022,25-08-2023,12,Pending,Unknown,V309,Mr. Lee,Cargo,R941,5468.341619,1942.654483,Warehouse A,Unknown,Mr. Patel,Low,Card,Yes,Returned,Check Packaging,35555.03461,519 days,0.355254777,185628.5409,Yes,Normal,0,1
S917509,O98809,C6702,Not Provided,,9.2E+11,Mumbai,Uk,West,110001,P4076,Mobile,Furniture,9.305003954,11,2700.135729,94641.07852,09-12-2023,27-08-2025,1,Cancelled,Road,V792,Mrs. Patel,Bike,R604,2556.841848,796.7421056,Unknown,South Hub,Unknown,Low,Credit,No,Not Returned,Delayed Delivery,29701.49302,627 days,0.311611806,92084.23667,Yes,Normal,2,1
S123202,O45677,C9264,Amit Kumar,,9.18E+11,Mumbai,Usa,South,400001,P9960,Mobile,Accessories,3.921657851,4,2473.738849,103142.1669,11-08-2025,23-07-2021,0,Delayed,Air,V321,Mrs. Patel,Truck,R177,6060.784907,182.9656144,Warehouse A,Unknown,Unknown,Unknown,Unknown,Yes,Not Returned,Delayed Delivery,9894.955396,-1480 days,0.030188436,97081.38199,No,Na,6,2
S963017,O32994,C6683,Michael Brown,John@Example.Com,9.2E+11,Delhi,Usa,South,560001,P8832,Laptop,Furniture,18.74874873,7,3034.590772,121613.615,20-03-2022,30-12-2021,-1,Delivered,Air,V999,Ms. Sharma,Van,R477,6060.784907,1808.283386,Warehouse B,Unknown,Ms. Verma,Low,Card,Unknown,Not Returned,Handle With Care,21242.1354,-80 days,0.298357954,115552.8301,No,Normal,0,1
S384178,O74690,C8127,Amit Kumar,John@Example.Com,9.18E+11,Mumbai,Usa,East,110001,P1246,Laptop,Clothing,28.45298371,12,494.0543596,18639.48465,09-12-2022,16-05-2021,0,In Transit,Air,V527,Ms. Sharma,Cargo,R393,4713.974381,787.0087478,Warehouse B,South Hub,Mr. Khan,High,Debit,Unknown,Pending,Delayed Delivery,5928.652315,-572 days,0.166952275,13925.51027,No,Urgent,3,3
S577794,O54137,C7820,Michael Brown,,9.18E+11,Delhi,Unknown,North,0,P9435,Tablet,Unknown,3.029203111,8,3887.725191,133645.4193,09-09-2020,28-10-2020,3,Delayed,Unknown,V739,Mr. Lee,Cargo,R594,6060.784907,419.6354317,Warehouse A,Central,Mr. Patel,Unknown,Debit,Yes,Not Returned,Check Packaging,31101.80153,49 days,0.069237803,127584.6344,Yes,Na,3,2
S802075,O80919,C6587,John Doe,Amit@Gmail.Com,9.16E+11,Unknown,Uk,South,400001,P5399,Charger,Food,59.4452496,13,582.1182537,34984.62944,08-08-2025,26-05-2022,0,Delivered,Unknown,V115,Mrs. Patel,Van,R386,7464.945846,1006.852013,Hub C,Unknown,Mr. Khan,High,Cash,No,Not Returned,No Remarks,7567.537298,-1170 days,0.134877337,27519.68359,No,Urgent,1,3
S916629,O54651,C7939,Amit Kumar,Amit@Gmail.Com,9.19E+11,Mumbai,Uk,East,0,P6621,Tablet,Accessories,80.93553614,17,4712.281498,7967.942201,11-06-2024,22-07-2023,10,Delayed,Rail,V363,Ms. Sharma,Bike,R884,5943.195907,1267.012215,Hub C,Central,Mr. Khan,Low,Unknown,No,Not Returned,No Remarks,80108.78547,-325 days,0.213187018,2024.746294,Yes,Normal,6,1
S746208,O14282,C4534,Li Wei,Amit@Gmail.Com,9.2E+11,Mumbai,Uk,Unknown,560001,P1146,Laptop,Furniture,56.34708116,5,2421.167471,62335.44104,23-11-2022,26-08-2020,8,Pending,Air,V712,Mrs. Patel,Bike,R142,1209.503401,1070.479319,Warehouse B,Unknown,Mr. Patel,Unknown,Debit,Unknown,Returned,Handle With Care,12105.83736,-819 days,0.88505689,61125.93764,Yes,Na,3,2
S962074,O52854,C1159,Michael Brown,,9.19E+11,Mumbai,Uk,North,110001,P1828,Unknown,Unknown,56.34708116,16,676.4538978,197255.3225,24-09-2023,25-04-2021,4,In Transit,Unknown,V791,Ms. Sharma,Cargo,R279,9138.029149,1513.852223,Unknown,South Hub,Ms. Verma,Unknown,Debit,Yes,Not Returned,No Remarks,10823.26236,-882 days,0.165665068,188117.2934,Yes,Na,3,2
S220884,O95575,C3051,Amit Kumar,John@Example.Com,9.19E+11,Mumbai,India,Unknown,560001,P5091,Unknown,Electronics,10.21837534,9,2501.315204,18874.57945,03-05-2023,29-02-2020,4,In Transit,Rail,V570,Mr. Rao,Truck,R433,8641.039995,1229.741794,Warehouse B,Central,Ms. Verma,Low,Upi,Yes,Unknown,No Remarks,22511.83684,-1159 days,0.142314096,10233.53946,Yes,Normal,5,1
S740056,O18789,C6965,Michael Brown,Amit@Gmail.Com,9.19E+11,Chennai,Uk,South,0,P8268,Charger,Furniture,28.45298371,13,524.0510367,101699.5687,13-10-2021,30-07-2021,12,Unknown,Air,V815,Mr. Lee,Truck,R599,3978.506822,1756.926761,Warehouse A,Central,Mr. Patel,High,Unknown,Unknown,Unknown,Check Packaging,6812.663477,-75 days,0.441604562,97721.06188,Yes,Urgent,6,3
S921658,O56687,C6440,Michael Brown,,9.16E+11,Bangalore,Uk,South,600001,P1858,Tablet,Electronics,70.95322149,17,1274.356122,32793.98709,09-02-2022,26-10-2022,14,Delayed,Air,V306,Unknown,Van,R344,9938.558587,151.0244466,Hub C,Unknown,Ms. Verma,High,Credit,Yes,Unknown,No Remarks,21664.05407,259 days,0.01519581,22855.4285,Yes,Urgent,2,3
S442684,O37789,C9681,John Doe,John@Example.Com,9.19E+11,Bangalore,India,North,600001,P9086,Charger,Clothing,66.42096729,9,1412.111433,140528.5831,01-03-2021,14-04-2024,7,Delivered,Rail,V293,Unknown,Van,R600,8013.277385,309.9267011,Warehouse B,South Hub,Mr. Khan,Medium,Card,Yes,Pending,No Remarks,12709.0029,1140 days,0.038676647,132515.3057,Yes,Not Urgent,0,4
S382983,O87242,C8006,John Doe,,9.19E+11,Chennai,Unknown,East,400001,P4909,Unknown,Accessories,9.305003954,12,2365.351775,105894.7435,14-12-2024,27-08-2025,4,Delayed,Unknown,V933,Unknown,Cargo,R219,4713.974381,1886.76569,Warehouse B,Unknown,Unknown,Unknown,Cash,No,Returned,Delayed Delivery,28384.2213,256 days,0.400249458,101180.7691,Yes,Na,1,2
S223439,O86820,C9090,Fatima Noor,,9.2E+11,Mumbai,Usa,West,110001,P5312,Charger,Accessories,9.305003954,13,2835.837899,10057.47873,13-02-2025,27-06-2024,11,Delayed,Unknown,V647,Ms. Sharma,Van,R245,3219.920606,1147.606724,Hub C,Central,Mr. Patel,High,Unknown,Yes,Unknown,Check Packaging,36865.89269,-231 days,0.356408392,6837.558124,Yes,Urgent,6,3
S811794,O62045,C3594,John Doe,,9.17E+11,Mumbai,Uk,Unknown,400001,P1116,Mobile,Unknown,12.64280437,11,4221.339974,148375.786,11-05-2020,27-01-2025,7,Delivered,Road,V534,Mr. Rao,Bike,R423,976.3534422,579.551768,Warehouse B,Central,Mr. Patel,Low,Unknown,Yes,Not Returned,Check Packaging,46434.73971,1722 days,0.593588083,147399.4326,Yes,Normal,6,1
S962962,O61167,C1632,Amit Kumar,John@Example.Com,9.18E+11,Bangalore,India,Unknown,0,P7526,Laptop,Food,36.95300341,13,1644.05942,128829.1231,14-03-2023,29-04-2025,13,Delayed,Rail,V436,Ms. Sharma,Cargo,R701,5719.099567,531.0631365,Unknown,Unknown,Mr. Khan,High,Card,Yes,Pending,Handle With Care,21372.77246,777 days,0.092857823,123110.0235,Yes,Urgent,0,3
